x,y,theta,velocity
-9.464900,25.276875,-1.570796,
-9.464900,25.076875,-1.570796,
-9.464900,24.876875,-1.570796,
-9.464900,24.676875,-1.570796,
-9.464900,24.476875,-1.570796,
-9.464900,24.276875,-1.570796,
-9.464900,24.076875,-1.570796,
-9.464900,23.876875,-1.570796,
-9.464900,23.676875,-1.570796,
-9.464900,23.476875,-1.570796,
-9.464900,23.276875,-1.570796,
-9.464900,23.076875,-1.570796,
-9.464900,22.876875,-1.570796,
-9.464832,22.676875,-1.569141,
-9.458521,22.477032,-1.507864,
-9.443963,22.277564,-1.493820,
-9.429597,22.078089,-1.513976,
-9.420254,21.878320,-1.536812,
-9.418650,21.678347,-1.570796,
-9.418650,21.478347,-1.570796,
-9.418650,21.278347,-1.570796,
-9.418650,21.078347,-1.570796,
-9.418650,20.878347,-1.570796,
-9.418650,20.678347,-1.570796,
-9.418650,20.478347,-1.570796,
-9.418650,20.278347,-1.570796,
-9.415256,20.078405,-1.482732,
-9.391767,19.879873,-1.442161,
-9.373808,19.680810,-1.551928,
-9.372400,19.480824,-1.570796,
-9.368497,19.280939,-1.511651,
-9.352491,19.081587,-1.482588,
-9.336548,18.882235,-1.504710,
-9.322627,18.682721,-1.498717,
-9.296795,18.484530,-1.420504,
-9.279900,18.285574,-1.570796,
-9.260446,18.086819,-1.418593,
-9.223359,17.890315,-1.358988,
-9.188900,17.693541,-1.507219,
-9.158642,17.496404,-1.328611,
-9.114028,17.301479,-1.393132,
-9.080147,17.104412,-1.371140,
-9.027084,16.911659,-1.287105,
-8.970257,16.719909,-1.306078,
-8.918725,16.526664,-1.306585,
-8.848901,16.339545,-1.140806,
-8.776405,16.153200,-1.206315,
-8.705571,15.966165,-1.212871,
-8.634742,15.779155,-1.170875,
-8.556540,15.595078,-1.167791,
-8.475291,15.412336,-1.162038,
-8.401851,15.226407,-1.134701,
-8.315631,15.045962,-1.094900,
-8.226773,14.866810,-1.095911,
-8.137388,14.687908,-1.115462,
-8.051781,14.507168,-1.136813,
-7.969456,14.324898,-1.142519,
-7.884210,14.144030,-1.138513,
-7.798045,13.963576,-1.140177,
-7.708233,13.784916,-1.075872,
-7.613477,13.608831,-1.060745,
-7.515279,13.434599,-1.055051,
-7.415956,13.261017,-1.036973,
-7.307852,13.092784,-0.996749,
-7.196584,12.926601,-0.976504,
-7.080949,12.763580,-0.892523,
-6.951610,12.611045,-0.868966,
-6.824991,12.456259,-0.898768,
-6.705858,12.295775,-0.811687,
-6.565610,12.153210,-0.785398,
-6.424189,12.011789,-0.785398,
-6.282768,11.870368,-0.785398,
-6.141346,11.728946,-0.785398,
-5.999925,11.587525,-0.785398,
-5.848291,11.457823,-0.625302,
-5.689577,11.336220,-0.698455,
-5.536769,11.207189,-0.708934,
-5.379756,11.083595,-0.593779,
-5.217426,10.966837,-0.636677,
-5.053476,10.852501,-0.554256,
-4.882229,10.749190,-0.545931,
-4.715295,10.639078,-0.573392,
-4.542825,10.537942,-0.518747,
-4.367250,10.442236,-0.481546,
-4.193246,10.343803,-0.556811,
-4.022381,10.239857,-0.545573,
-3.849041,10.140099,-0.527254,
-3.677533,10.037258,-0.574103,
-3.510536,9.927211,-0.589500,
-3.345623,9.814075,-0.609646,
-3.182635,9.698168,-0.619610,
-3.020791,9.580746,-0.656504,
-2.866143,9.453928,-0.685315,
-2.706555,9.333490,-0.614091,
-2.547957,9.211764,-0.680362,
-2.396447,9.081232,-0.742747,
-2.249879,8.945163,-0.760859,
-2.107314,8.804914,-0.785398,
-1.965800,8.663585,-0.783327,
-1.824112,8.522431,-0.783826,
-1.682589,8.381111,-0.785398,
-1.541510,8.239349,-0.788643,
-1.402157,8.095914,-0.813902,
-1.267442,7.948105,-0.861057,
-1.138096,7.795580,-0.889717,
-1.018076,7.635720,-0.970694,
-0.890807,7.481525,-0.862249,
-0.759967,7.330260,-0.855861,
-0.633800,7.175244,-0.954934,
-0.513554,7.015505,-0.902989,
-0.388212,6.859656,-0.899037,
-0.268950,6.699179,-0.954274,
-0.145650,6.541770,-0.884610,
-0.019997,6.386196,-0.915768,
0.099253,6.225751,-0.888672,
0.224922,6.070165,-0.893009,
0.344507,5.909955,-0.969611,
0.470784,5.755046,-0.846513,
